Parameter,S1,S1_conf,ST,ST_conf,S2_n_tribes_n_agents,S2_conf_n_tribes_n_agents,S2_n_tribes_n_heaps,S2_conf_n_tribes_n_heaps,S2_n_tribes_vision_radius,S2_conf_n_tribes_vision_radius,S2_n_tribes_alpha,S2_conf_n_tribes_alpha,S2_n_tribes_trade_percentage,S2_conf_n_tribes_trade_percentage,S2_n_tribes_spice_movement_bias,S2_conf_n_tribes_spice_movement_bias,S2_n_tribes_tribe_movement_bias,S2_conf_n_tribes_tribe_movement_bias,S2_n_tribes_spice_threshold,S2_conf_n_tribes_spice_threshold,S2_n_agents_n_heaps,S2_conf_n_agents_n_heaps,S2_n_agents_vision_radius,S2_conf_n_agents_vision_radius,S2_n_agents_alpha,S2_conf_n_agents_alpha,S2_n_agents_trade_percentage,S2_conf_n_agents_trade_percentage,S2_n_agents_spice_movement_bias,S2_conf_n_agents_spice_movement_bias,S2_n_agents_tribe_movement_bias,S2_conf_n_agents_tribe_movement_bias,S2_n_agents_spice_threshold,S2_conf_n_agents_spice_threshold,S2_n_heaps_vision_radius,S2_conf_n_heaps_vision_radius,S2_n_heaps_alpha,S2_conf_n_heaps_alpha,S2_n_heaps_trade_percentage,S2_conf_n_heaps_trade_percentage,S2_n_heaps_spice_movement_bias,S2_conf_n_heaps_spice_movement_bias,S2_n_heaps_tribe_movement_bias,S2_conf_n_heaps_tribe_movement_bias,S2_n_heaps_spice_threshold,S2_conf_n_heaps_spice_threshold,S2_vision_radius_alpha,S2_conf_vision_radius_alpha,S2_vision_radius_trade_percentage,S2_conf_vision_radius_trade_percentage,S2_vision_radius_spice_movement_bias,S2_conf_vision_radius_spice_movement_bias,S2_vision_radius_tribe_movement_bias,S2_conf_vision_radius_tribe_movement_bias,S2_vision_radius_spice_threshold,S2_conf_vision_radius_spice_threshold,S2_alpha_trade_percentage,S2_conf_alpha_trade_percentage,S2_alpha_spice_movement_bias,S2_conf_alpha_spice_movement_bias,S2_alpha_tribe_movement_bias,S2_conf_alpha_tribe_movement_bias,S2_alpha_spice_threshold,S2_conf_alpha_spice_threshold,S2_trade_percentage_spice_movement_bias,S2_conf_trade_percentage_spice_movement_bias,S2_trade_percentage_tribe_movement_bias,S2_conf_trade_percentage_tribe_movement_bias,S2_trade_percentage_spice_threshold,S2_conf_trade_percentage_spice_threshold,S2_spice_movement_bias_tribe_movement_bias,S2_conf_spice_movement_bias_tribe_movement_bias,S2_spice_movement_bias_spice_threshold,S2_conf_spice_movement_bias_spice_threshold,S2_tribe_movement_bias_spice_threshold,S2_conf_tribe_movement_bias_spice_threshold
n_tribes,0.5372780213283974,8.498012321217368,1.1881603467177866,0.520689305420189,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
n_agents,0.02976731355140315,298.57142548857865,2.3678378377857285,681.7211461141537,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
n_heaps,0.018364440061688046,19.13702744931646,0.014167688581197931,4.292837048753285,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
vision_radius,0.02008071926617195,9.818178979719805,0.008505477804626385,1.7154192270705537,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
alpha,-0.028647680660810713,6.177912511338722,0.0022187957293059823,0.43589480386937735,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
trade_percentage,0.02010838163028567,4.034446034886796,0.0020581966868695348,0.39780006273800284,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
spice_movement_bias,0.030154328005003988,6.307684559815115,0.0025574327129460647,0.49282965189994904,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
tribe_movement_bias,0.030633681719829935,7.510438058962588,0.002330935241645756,0.5494918493989585,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
spice_threshold,-0.04453131175516354,8.891440724739597,0.009953116830366884,1.9243405528735438,1.2560156262257849,1066.656514046302,-0.7667438313078108,201.81734479837095,-0.9277891539628024,297.05607064055016,-0.92994074274576,297.6616522120784,-0.9315071466674186,298.1038376503005,-0.93351059662154,298.6709968001596,-0.9345337871338234,298.96134222848633,-0.9323267398304682,298.33564093003025,1.7151086863916465,246.1465890714969,1.6751000820293886,222.40523247168255,1.6799966566099898,222.28752758584633,1.6756526232554587,222.12805332378898,1.6750085042212015,221.97050361759017,1.6751162696217865,221.89404341372,1.6818442951621073,222.12527608876692,0.02917273668444069,18.864659617634334,0.02789679449919843,18.892996448348978,0.02696788054565669,18.925139499665065,0.0257797881310033,18.980302849446726,0.02517301236209102,19.014520395285274,0.026481842739662118,18.94580591992067,-0.6061059099042336,292.071725309346,-0.669026283474402,294.1008975824198,-0.6692736482136352,293.8743631665378,-0.6622667864327643,293.4816400327752,-0.5636929507241752,290.5659307744799,-0.5013447281062282,298.5056959308052,-0.5032255178590768,299.0361812513081,-0.5041860640542817,299.3077169970522,-0.5021141420960299,298.7225213722732,-0.5914873094949799,300.3996803275211,-0.5898124994405394,300.4823601332724,-0.5555291694875927,299.3663422544544,0.045469027929742466,27.102281066880018,0.05046734094028214,24.82571192945025,-0.05402667774379243,16.172791124488274
