Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.04080177202804465,0.07871137828988815,0.6404166257392467,0.09204250126592241
n_heaps,0.024246869195156198,0.06527299955104024,0.6319059353132364,0.0788882328474441
vision_radius,0.016603616201547402,0.0587566074993132,0.6046279790343522,0.08056097728183806
trade_percentage,0.003556703326385372,0.06576282275554007,0.5573875259380071,0.07338280939444464
spice_movement_bias,-0.023675495868462383,0.05787669280089748,0.5125951844771925,0.0633695846561291
tribe_movement_bias,0.03786130093413839,0.06269297002941623,0.5583809619076776,0.08156347540808513
spice_threshold,0.31079519756493,0.09051268347494937,0.8592867627549968,0.0980010882679213
