Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.025935334134023706,0.061190012368341894,0.5328158177059994,0.06240219689228263
n_heaps,0.0200287227856931,0.05936237403441877,0.5458874013004738,0.06540380437854683
vision_radius,0.017372680002892375,0.05407870815570973,0.46388780627766457,0.05882094385589468
trade_percentage,0.010980735156077606,0.060518236242563944,0.464872107655246,0.05125199785783849
spice_movement_bias,0.0035729347387097182,0.060052690391754975,0.441573015986014,0.054535799286068644
tribe_movement_bias,0.015941714082993472,0.04986129379361108,0.45613488452543727,0.0537005376886279
spice_threshold,0.41739565120184247,0.09026228210943604,0.9093605209205607,0.0805053800984814
