Parameter,S1,S1_conf,ST,ST_conf
n_tribes,-0.005149882322250384,239.94621957689608,2.3668817409430445,527.2702317879429
n_heaps,0.3041837012495903,99.12921479926234,1.336044700240328,78.2737871777265
vision_radius,0.0,0.0,0.0,0.0
trade_percentage,0.0,0.0,0.0,0.0
spice_movement_bias,-0.03889196825820264,17.223538118292534,0.006426924590035082,2.8462015582488425
tribe_movement_bias,-0.03316860833967386,14.688914335123693,0.004674529008399627,2.070142812693841
spice_threshold,-0.009138010615964368,4.046822035967016,0.00035480250338105964,0.15712638663280934
