Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.034896230069570024,0.07358000224280277,0.5731769449132411,0.0710472511311145
n_heaps,0.022515311011855048,0.0652487090134155,0.5745451091357892,0.06421843425539649
vision_radius,0.014834961982974024,0.06172666257549271,0.49846417503803464,0.06262610682706653
trade_percentage,0.009187413244010307,0.06534701095631759,0.49083128205985904,0.05099104831285555
spice_movement_bias,0.0073722111678273935,0.060604280361008116,0.468360893031755,0.046937193075229915
tribe_movement_bias,0.027403295083527537,0.05538760301364058,0.47825145480713716,0.060878519928526574
spice_threshold,0.37856285049355376,0.08899415959432523,0.8969205096394014,0.08364193761959235
