Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.06729670216774092,0.0709571285901003,0.7364524181640102,0.10864943047723162
n_heaps,0.0470966096747734,0.08176347939121188,0.7048039835069128,0.10054194032709238
vision_radius,-0.00015146030483817333,0.06822890626073076,0.6943445485915244,0.11840819498888616
trade_percentage,-0.010166721288036602,0.06584612197440792,0.6062368414542728,0.09399157443902129
spice_movement_bias,-0.04025802412498778,0.06510030552690128,0.5839500512711183,0.07746814319422964
tribe_movement_bias,0.04567697776931014,0.07236848275299085,0.6201261702452155,0.08851308808491926
spice_threshold,0.1669712058891923,0.08194561576846532,0.7651806770005967,0.08907868222928227
