Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.03753833098826089,0.05577868483993632,0.4693291937542822,0.05674157602848903
n_heaps,0.03745257692063118,0.05846194496756074,0.47781400104950306,0.051608418584425254
vision_radius,0.04100615318281153,0.05930443579262479,0.3977989338679806,0.046671950580055646
trade_percentage,0.015819804375142146,0.04854420374684654,0.3776372265297804,0.03780604468816892
spice_movement_bias,0.028307021988729524,0.05237463395225672,0.3808481431678711,0.04177305666568362
tribe_movement_bias,0.034003197494561044,0.04617243221850713,0.36652011050303507,0.038633769313986564
spice_threshold,0.4963660303459444,0.08082885081267074,0.9164737070352793,0.07696178925990625
