Parameter,S1,S1_conf,ST,ST_conf
n_tribes,0.037474326157967676,0.05490897882055991,0.49983654100122904,0.05868729151313102
n_heaps,0.030557891856182285,0.05209885459388969,0.5055536940068863,0.0620193196723658
vision_radius,0.03305991296014201,0.05291805362664175,0.42347139236090026,0.056089729032227094
trade_percentage,0.01887355747180523,0.05222606102272452,0.4126779617258929,0.046838426779620815
spice_movement_bias,0.028428612396998367,0.056546079794341945,0.4100411560037641,0.045889900927144615
tribe_movement_bias,0.02916637378668579,0.055488718578972626,0.4028208287995144,0.05343298965589379
spice_threshold,0.4680489657664124,0.08745004265429147,0.9278431316241568,0.07965932961257362
