,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_2_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_2_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_2_Clustering,Tribe_0_Trades,Tribe_1_Trades,Tribe_2_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator
0,738,61.5,0.0,0.0,246,246,246,738.0,738.0,738.0,61.5,61.5,61.5,0.0,0.0,0.0,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
1,436,12.609395858778083,375.0,281.0,159,132,145,1031.5952788331745,1029.9270660866691,1204.0282476649452,9.352941176470589,22.0,7.631578947368421,34.45,32.6,30.85,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
2,350,9.834093406593407,613.5,586.0,106,115,129,658.0920673138601,1623.023732869064,2027.903509591129,8.153846153846153,14.375,7.166666666666667,33.575,30.65,32.025,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
3,312,26.258795024420024,798.0,850.0,71,108,133,767.2665733211884,2016.1006470312027,2549.4640196620317,8.875,15.428571428571429,44.333333333333336,28.533333333333335,34.68333333333333,41.766666666666666,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
4,313,33.79179978700745,894.5,992.5,49,119,145,733.9358342276323,2771.193442557618,2706.2966131277813,12.25,39.666666666666664,36.25,23.5875,41.6375,48.55,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
5,306,32.52886710239652,956.5,1056.0,53,122,131,1141.9879981430925,2903.5977602642392,2812.760967450981,13.25,40.666666666666664,32.75,20.59,45.41,51.45,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
6,318,47.693658280922435,1006.5,1111.5,57,127,134,1448.2792314436504,3070.6698793377013,2885.1878743206157,14.25,42.333333333333336,67.0,20.591666666666665,46.74166666666667,52.96666666666667,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
7,342,49.360623781676416,1069.5,1198.5,74,132,136,1946.290213811487,3144.3064781538305,3025.1061612629182,24.666666666666668,44.0,68.0,22.42142857142857,50.15714285714286,56.82142857142857,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
8,363,49.31037649219468,1165.0,1281.5,98,131,134,2811.5370920449986,2999.144621891708,3084.980200250748,32.666666666666664,43.666666666666664,67.0,24.775,54.0,59.66875,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
9,390,33.95115995115995,1305.5,1412.0,106,144,140,3070.495443706035,3287.4202883883263,3186.6069585064474,35.333333333333336,20.571428571428573,46.666666666666664,27.127777777777776,57.66111111111111,60.855555555555554,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
10,403,36.59919650242231,1376.5,1455.5,130,132,141,3987.560158429333,2838.9806997614032,3248.0025771901064,43.333333333333336,18.857142857142858,47.0,30.045,59.705,62.265,ofat_new_nominal_values,100,100,3,740,4,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
0,738,61.5,0.0,0.0,246,246,246,738.0,738.0,738.0,61.5,61.5,61.5,0.0,0.0,0.0,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
1,426,7.765868689951889,402.5,338.0,146,139,141,1091.3576404701753,1338.2105401279764,1184.1150770932102,7.684210526315789,7.315789473684211,8.294117647058824,32.7,31.35,26.0,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
2,316,6.7310917721519,585.0,519.0,111,109,96,1362.7472790917789,1647.129858305265,1573.6272537441314,6.9375,6.8125,6.4,31.5,30.45,25.4,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
3,285,15.360325650728127,692.0,619.0,101,104,80,1547.989517018001,2101.532849348749,1686.9313441146603,33.666666666666664,5.777777777777778,4.705882352941177,34.2,29.616666666666667,23.983333333333334,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
4,269,8.494888475836431,787.0,712.0,93,95,81,1781.6376119371498,2176.577796431714,2061.5163379966925,11.625,5.0,9.0,35.1375,28.975,23.5,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
5,283,12.184452296819789,857.5,777.5,96,96,91,1854.9416710762955,2495.612618154204,2401.5580822771535,10.666666666666666,8.0,18.2,39.7,28.85,24.23,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
6,293,12.796217292377701,984.5,918.5,71,111,111,1697.6372031365456,2945.4446528407793,2809.6587468664484,11.833333333333334,12.333333333333334,13.875,40.275,30.008333333333333,29.516666666666666,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
7,309,23.244798890429955,1042.5,974.0,73,108,128,1901.243682360964,2946.6480743978823,3234.7883668512327,12.166666666666666,7.714285714285714,42.666666666666664,39.26428571428571,31.6,38.82142857142857,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
8,340,28.754289215686278,1148.0,1061.0,65,142,133,1579.7067299683179,3919.7961538119025,3261.75558273288,8.125,47.333333333333336,19.0,39.10625,33.53125,43.93125,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
9,381,34.768778902637166,1248.5,1131.0,54,164,163,1322.5811755084874,4217.990547676898,3841.801367171904,9.0,54.666666666666664,23.285714285714285,38.294444444444444,38.16111111111111,49.49444444444445,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
10,409,13.784229828850854,1381.5,1241.5,68,182,159,1638.3978027543956,4190.800863710229,4063.038734640617,11.333333333333334,15.166666666666666,13.25,37.795,44.05,54.895,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
0,738,61.5,0.0,0.0,246,246,246,738.0,738.0,738.0,61.5,61.5,61.5,0.0,0.0,0.0,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
1,446,7.991503422232713,472.0,368.5,157,139,150,1224.7507422904164,1185.6463961093955,1220.495975892522,8.263157894736842,7.315789473684211,8.333333333333334,35.55,31.8,33.5,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
2,306,5.779191988686313,736.0,659.5,88,106,112,1009.2185666624233,1664.7326099352451,1930.4402232605794,5.5,5.888888888888889,5.894736842105263,31.825,31.025,29.6,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
3,268,7.170654082528534,859.5,776.5,70,99,99,1367.8675510678215,1890.4969175725612,2105.251113987127,4.117647058823529,8.25,8.25,27.883333333333333,33.71666666666667,30.933333333333334,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
4,250,9.477942857142857,914.5,817.0,66,84,100,1690.3732896414895,1795.057058945557,2452.0776255694013,13.2,9.333333333333334,7.142857142857143,27.8625,35.5875,31.9,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
5,257,10.352515286270151,965.5,834.0,79,65,113,2302.898972750783,1394.036362690301,2713.256626232892,9.875,9.285714285714286,11.3,28.61,33.26,31.6,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
6,255,13.182392552980788,1023.5,880.0,84,62,109,2319.3840693029574,1596.6930255858401,3007.451060467509,28.0,5.636363636363637,6.055555555555555,29.966666666666665,30.891666666666666,31.8,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
7,293,26.686433447098977,1085.5,917.5,86,77,130,2184.834106637997,1600.4996799805322,3643.9587329774217,43.0,9.625,26.0,29.285714285714285,31.67142857142857,33.66428571428571,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
8,307,17.971450469438587,1149.0,964.5,84,72,151,2166.3417574560413,1356.4759690852763,4445.451225056328,42.0,9.0,8.882352941176471,29.80625,33.05625,36.8625,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
9,328,27.63741289198606,1206.0,1005.5,84,57,187,1944.4777735998923,1204.4311201207531,5362.377141469657,42.0,9.5,26.714285714285715,32.166666666666664,33.333333333333336,42.40555555555556,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
10,354,18.38127746390458,1300.0,1104.5,78,53,223,1765.5970466106917,1348.5275921562052,5978.796903912483,39.0,13.25,12.38888888888889,32.53,31.725,48.705,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
0,738,61.5,0.0,0.0,246,246,246,738.0,738.0,738.0,61.5,61.5,61.5,0.0,0.0,0.0,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
1,419,7.35699032784826,410.0,350.5,142,143,134,1039.326337682469,1382.3018591072462,1101.2069427061142,7.473684210526316,7.526315789473684,7.052631578947368,31.0,31.35,32.55,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
2,298,6.175186428038778,614.5,552.0,94,106,98,1104.7804241586075,2036.936174228691,1380.3690028051647,5.222222222222222,7.066666666666666,6.125,27.825,31.6,27.025,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
3,261,6.5416482463896255,702.0,630.5,64,108,89,1124.179567326732,2342.2011846893397,1685.2848919483035,4.923076923076923,8.307692307692308,5.5625,23.616666666666667,35.833333333333336,25.983333333333334,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
4,255,7.841990950226245,748.5,651.0,52,115,88,933.5929008771545,2708.917417489141,2002.8236060818028,4.0,8.846153846153847,8.8,20.775,37.375,26.15,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
5,264,7.577042387202814,813.0,705.5,52,121,91,1079.4159820151087,3206.4769097250246,1946.795572462509,7.428571428571429,7.117647058823529,8.272727272727273,18.85,39.16,27.05,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
6,271,20.166543665436656,857.0,743.5,53,136,82,1067.5826698378146,3735.0879749767632,1965.561931586614,10.6,11.333333333333334,41.0,19.358333333333334,42.725,26.033333333333335,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
7,301,22.126578073089703,897.0,785.0,56,166,79,1453.957944324871,4062.272359917092,1892.5004066490283,14.0,16.6,39.5,19.264285714285716,47.535714285714285,25.178571428571427,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
8,327,59.27737003058104,947.0,851.0,66,169,92,1714.3276541485839,3974.9509853960703,2351.865719115999,13.2,84.5,46.0,20.0625,55.025,24.93125,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
9,359,63.38300835654596,997.0,874.5,82,153,124,1928.510315690427,3283.370015921958,3443.250813997602,41.0,76.5,62.0,22.005555555555556,60.38333333333333,26.377777777777776,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
10,378,61.01001511715798,1086.5,944.5,81,157,140,1883.0670173738674,3622.326135549575,3684.4500287127084,11.571428571428571,78.5,70.0,23.32,63.985,29.69,ofat_new_nominal_values,100,100,3,740,7,10,100,0.5,0.8,0.07,0.15,9150,,,,<function gen_spice_map at 0x79813e9df1a0>,<function no_river at 0x7980dfe9d300>,<function random_locations at 0x7980dfe9d440>
