,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades,Tribe_4_Nomads,Tribe_4_Spice,Tribe_4_Clustering,Tribe_4_Trades,Tribe_5_Nomads,Tribe_5_Spice,Tribe_5_Clustering,Tribe_5_Trades,Tribe_6_Nomads,Tribe_6_Spice,Tribe_6_Clustering,Tribe_6_Trades,Tribe_7_Nomads,Tribe_7_Spice,Tribe_7_Clustering,Tribe_7_Trades,Tribe_8_Nomads,Tribe_8_Spice,Tribe_8_Clustering,Tribe_8_Trades,Tribe_9_Nomads,Tribe_9_Spice,Tribe_9_Clustering,Tribe_9_Trades,Tribe_10_Nomads,Tribe_10_Spice,Tribe_10_Clustering,Tribe_10_Trades,Tribe_11_Nomads,Tribe_11_Spice,Tribe_11_Clustering,Tribe_11_Trades,Tribe_12_Nomads,Tribe_12_Spice,Tribe_12_Clustering,Tribe_12_Trades,Tribe_13_Nomads,Tribe_13_Spice,Tribe_13_Clustering,Tribe_13_Trades,Tribe_14_Nomads,Tribe_14_Spice,Tribe_14_Clustering,Tribe_14_Trades,Tribe_15_Nomads,Tribe_15_Spice,Tribe_15_Clustering,Tribe_15_Trades,Tribe_16_Nomads,Tribe_16_Spice,Tribe_16_Clustering,Tribe_16_Trades,Tribe_17_Nomads,Tribe_17_Spice,Tribe_17_Clustering,Tribe_17_Trades,Tribe_18_Nomads,Tribe_18_Spice,Tribe_18_Clustering,Tribe_18_Trades
9,1,1.0,0.0,0.0,1,0,0.3943045682723565,0.0,1.0,0.0,0.07777777777777778,0.06111111111111111,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.78,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1,1.0,0.0,0.0,1,0,0.10478285363595218,0.0,1.0,0.0,0.07,0.055,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.78,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,9.649122807017545,0.0,0.0,50,50,150.0,150.0,2.6315789473684212,16.666666666666668,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,5.039800995024875,0.0,0.0,35,32,48.24005272974969,46.824033863630184,2.3333333333333335,8.0,0.7,0.25,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,29,5.85632183908046,0.0,0.0,16,13,17.77074231649419,20.31902017489396,5.333333333333333,6.5,0.65,0.125,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,3.5520833333333335,0.0,0.0,7,9,10.633665543163874,13.859140980794251,2.3333333333333335,4.5,0.43333333333333335,0.08333333333333333,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13,2.8076923076923075,0.0,0.0,6,7,7.943354507032287,10.4732228043047,2.0,3.5,0.325,0.0625,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,2.2272727272727275,0.0,0.0,6,5,5.429193133790357,8.472990184173124,2.0,2.5,0.26,0.05,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,2.0833333333333335,0.0,0.0,5,5,3.4163695261581966,7.1675882210077475,1.6666666666666667,2.5,0.21666666666666667,0.041666666666666664,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,1.3,0.0,0.0,2,3,2.0164949917110286,6.404243304636094,1.0,1.5,0.18571428571428572,0.03571428571428571,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5,1.3,0.0,0.0,2,3,1.4474228476697473,6.033420919584108,1.0,1.5,0.1625,0.03125,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,3,1.0,0.0,0.0,1,2,0.9038987382961562,5.747875213720638,1.0,1.0,0.14444444444444443,0.027777777777777776,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,3,1.0,0.0,0.0,1,2,0.6709985981068413,5.719861348578487,1.0,1.0,0.13,0.025,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.79,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,2.9824561403508776,0.0,0.0,50,50,150.0,150.0,3.3333333333333335,2.6315789473684212,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,84,5.695604395604396,0.5,0.0,43,41,54.95093441783183,66.84100369867858,3.3076923076923075,8.2,0.0,0.2,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39,4.353846153846154,0.5,0.0,16,23,20.900357977149767,33.84559193988193,4.0,4.6,0.0,0.275,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,3.8,0.5,0.0,10,15,12.040730106112667,22.11576208554623,2.0,5.0,0.0,0.18333333333333332,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,3.901960784313726,0.5,0.0,7,10,8.395963012920667,17.50269336422712,2.3333333333333335,5.0,0.0,0.1375,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,3.4230769230769234,0.5,0.0,5,8,5.728624322514839,15.269361989291005,2.5,4.0,0.0,0.11,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,2.954545454545454,0.5,0.0,4,7,3.9939181795603,13.766569956035358,2.0,3.5,0.0,0.09166666666666666,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,2.9000000000000004,0.5,0.0,3,7,3.025456621984774,12.560998282041249,1.5,3.5,0.0,0.07857142857142857,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,2.0714285714285716,0.5,0.0,2,5,2.4105218632811876,11.87650646823442,1.0,2.5,0.0,0.06875,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,6,2.25,0.5,0.0,1,5,2.311121548103145,11.48606977676372,1.0,2.5,0.0,0.06111111111111111,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6,2.25,0.5,0.0,1,5,2.2345794978923834,11.095633085293022,1.0,2.5,0.0,0.055,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,14.583333333333334,0.0,0.0,50,50,150.0,150.0,16.666666666666668,12.5,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,4.967555555555556,0.5,0.0,37,38,70.69713853926478,64.15161097129436,6.166666666666667,3.8,0.4,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,43,3.6895348837209303,0.5,0.0,22,21,61.78256892924303,46.462711396257916,2.2,5.25,0.475,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,31,3.962365591397849,0.5,0.0,15,16,59.735034686688024,39.20830014485862,2.5,5.333333333333333,0.31666666666666665,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24,2.4340277777777777,0.5,0.0,13,11,72.51489410614113,37.65367455664051,2.1666666666666665,2.75,0.2375,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,2.916666666666667,0.5,0.0,10,10,84.70209837064728,43.91526838791965,3.3333333333333335,2.5,0.19,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,2.916666666666667,0.5,0.0,10,10,90.04251804477671,44.49832206550356,3.3333333333333335,2.5,0.15833333333333333,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,2.6070175438596492,0.5,0.0,9,10,102.73817424240634,47.08137574308748,1.8,3.3333333333333335,0.1357142857142857,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,16,2.7083333333333335,0.5,0.0,7,9,109.66158904695067,48.96146256551004,2.3333333333333335,3.0,0.11875,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,2.4,0.5,0.0,6,9,114.38644767624622,54.95664538619882,1.5,3.0,0.17777777777777778,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,1.9500000000000002,0.5,0.0,6,9,131.31827519582913,60.95182820688758,1.5,2.25,0.165,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.81,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,4.513888888888889,0.0,0.0,50,50,150.0,150.0,2.7777777777777777,6.25,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,71,4.854821235102925,0.0,0.0,36,35,61.41356992723941,47.64936489106593,2.769230769230769,7.0,0.2,0.75,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,35,6.235714285714286,0.0,0.0,19,16,37.995682587872274,21.05970145531812,4.75,8.0,0.675,0.375,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,4.17,0.0,0.0,17,8,31.711965347732317,13.994898661172932,4.25,4.0,0.6166666666666667,0.25,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,2.920289855072464,0.0,0.0,16,7,24.920581729335204,12.314432225103797,2.6666666666666665,3.5,0.5875,0.1875,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18,2.5999999999999996,0.0,0.0,12,6,19.44685884066887,10.402015130743399,2.4,3.0,0.57,0.15,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,3.0,0.0,0.0,9,6,15.743474279452927,8.682418156892078,3.0,3.0,0.5583333333333333,0.125,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,2.2121212121212124,0.0,0.0,7,4,13.240450238237239,7.2868721510414485,2.3333333333333335,2.0,0.6214285714285714,0.10714285714285714,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2.6,0.0,0.0,6,4,10.447668439521605,6.470711029761657,3.0,2.0,0.54375,0.09375,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,2.5,0.0,0.0,6,3,9.753626994461806,5.855568762040418,3.0,1.5,0.48333333333333334,0.08333333333333333,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,2.5,0.0,0.0,6,3,9.059585549402009,5.395076402267133,3.0,1.5,0.435,0.075,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8200000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,8.333333333333334,0.0,0.0,50,50,150.0,150.0,12.5,4.166666666666667,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,3.5175961538461538,0.0,0.0,39,41,66.96099035143413,58.23937396061837,3.9,3.1538461538461537,0.1,0.75,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,45,5.1,0.5,0.0,27,18,41.51125000908372,27.95891661161663,4.5,6.0,0.15,0.475,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,29,2.902298850574713,1.0,0.5,17,12,33.0641946756539,16.80343430762485,2.8333333333333335,3.0,0.1,0.31666666666666665,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25,2.566666666666667,1.0,0.5,17,8,28.151653523709108,14.285494975372146,2.8333333333333335,2.0,0.075,0.2375,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18,2.0,1.0,0.5,12,6,21.549219781171054,13.275736131998208,2.0,2.0,0.06,0.19,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,2.5,1.0,0.5,10,5,18.007900339141756,11.426169685896411,2.5,2.5,0.05,0.15833333333333333,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,1.8409090909090908,1.0,0.5,7,4,15.988284917218534,11.037240170322747,1.75,2.0,0.04285714285714286,0.1357142857142857,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,2.0833333333333335,1.0,0.5,7,3,14.761134536111484,10.288271391898789,2.3333333333333335,1.5,0.0375,0.11875,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,2.0833333333333335,1.0,0.5,7,3,13.53398415500443,9.699305315886138,2.3333333333333335,1.5,0.03333333333333333,0.10555555555555556,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,9,2.5,1.0,0.5,6,3,12.531593151702076,11.110339239873486,3.0,1.5,0.03,0.095,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,0.8300000000000001,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
