,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades,Tribe_4_Nomads,Tribe_4_Spice,Tribe_4_Clustering,Tribe_4_Trades,Tribe_5_Nomads,Tribe_5_Spice,Tribe_5_Clustering,Tribe_5_Trades,Tribe_6_Nomads,Tribe_6_Spice,Tribe_6_Clustering,Tribe_6_Trades,Tribe_7_Nomads,Tribe_7_Spice,Tribe_7_Clustering,Tribe_7_Trades,Tribe_8_Nomads,Tribe_8_Spice,Tribe_8_Clustering,Tribe_8_Trades,Tribe_9_Nomads,Tribe_9_Spice,Tribe_9_Clustering,Tribe_9_Trades,Tribe_10_Nomads,Tribe_10_Spice,Tribe_10_Clustering,Tribe_10_Trades,Tribe_11_Nomads,Tribe_11_Spice,Tribe_11_Clustering,Tribe_11_Trades,Tribe_12_Nomads,Tribe_12_Spice,Tribe_12_Clustering,Tribe_12_Trades,Tribe_13_Nomads,Tribe_13_Spice,Tribe_13_Clustering,Tribe_13_Trades,Tribe_14_Nomads,Tribe_14_Spice,Tribe_14_Clustering,Tribe_14_Trades,Tribe_15_Nomads,Tribe_15_Spice,Tribe_15_Clustering,Tribe_15_Trades,Tribe_16_Nomads,Tribe_16_Spice,Tribe_16_Clustering,Tribe_16_Trades,Tribe_17_Nomads,Tribe_17_Spice,Tribe_17_Clustering,Tribe_17_Trades,Tribe_18_Nomads,Tribe_18_Spice,Tribe_18_Clustering,Tribe_18_Trades
0,100,10.416666666666668,0.0,0.0,50,50,150.0,150.0,8.333333333333334,12.5,0.0,0.0,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,6.848484848484849,0.0,0.0,32,40,57.256648455516654,70.37072193701133,2.909090909090909,10.0,1.1,0.1,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,4.493827160493828,0.0,0.0,16,20,50.17526250841861,50.15342070272385,1.7777777777777777,6.666666666666667,1.125,0.1,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,3.5396825396825395,0.0,0.0,12,15,68.87055435295498,51.464718353847594,1.7142857142857142,5.0,1.1833333333333333,0.2,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,4.401515151515151,0.0,0.0,9,13,83.26495192407248,54.94551972872308,4.5,4.333333333333333,1.0625,0.3625,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,3.2,0.0,0.0,8,12,95.88233994135031,55.182178913624504,2.0,4.0,0.85,0.47,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,3.2,0.0,0.0,8,12,105.65880792962038,58.61861469634941,2.0,4.0,0.7083333333333334,0.5333333333333333,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,3.2,0.0,0.0,8,12,117.61275529848984,67.05505047907431,2.0,4.0,0.6285714285714286,0.55,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,19,3.697368421052632,0.0,0.0,9,10,138.52618913723185,71.96656925993896,2.25,5.0,0.65,0.5625,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,20,3.75,0.0,0.0,10,10,159.37488392560505,77.21239041743134,2.5,5.0,0.7055555555555556,0.5666666666666667,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,17,4.264705882352941,0.0,0.0,8,9,173.2687696059986,76.69828471353156,4.0,4.5,0.68,0.6,ofat_results_sophie,500,500,2,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,99,8.904761904761905,0.0,0.0,33,33,99.0,99.0,11.0,4.714285714285714,0.0,0.0,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,33.0,99.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,76,6.279605263157895,0.0,0.0,25,26,39.87684996421548,43.903401059157716,8.333333333333334,4.333333333333333,0.0,0.0,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,25.0,43.87554861897041,6.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46,4.676501035196687,0.0,0.0,13,18,27.01956294876036,27.752087105760367,4.333333333333333,2.5714285714285716,0.025,0.025,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,15.0,25.485619066077305,7.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,35,4.557142857142857,0.0,0.0,10,14,21.685396205171106,17.74022358593597,5.0,3.5,0.016666666666666666,0.016666666666666666,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,11.0,18.259635054108962,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,3.919753086419753,0.0,0.0,9,10,20.167896905896797,10.830347103795628,4.5,3.3333333333333335,0.0125,0.0125,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,8.0,16.321965458673677,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,2.6022727272727275,0.0,0.0,9,7,18.959871132370992,7.86287938796013,3.0,1.75,0.01,0.01,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,15.666992921870637,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,2.666666666666667,0.0,0.0,9,5,17.751845358845188,5.836176582223785,3.0,1.6666666666666667,0.008333333333333333,0.03333333333333333,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,14.800391506244763,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,3.3596491228070176,0.0,0.0,9,4,15.543819585319383,4.801083465989563,4.5,1.3333333333333333,0.007142857142857143,0.02857142857142857,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,17.93379009061889,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17,3.2058823529411766,0.0,0.0,8,3,14.613219205944429,4.199007661600513,4.0,1.5,0.00625,0.025,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,19.067188674993012,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,2.7,0.0,0.0,6,3,13.97535207731932,3.598883619300577,3.0,1.5,0.005555555555555556,0.022222222222222223,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,19.200587259367133,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,13,2.1794871794871797,0.0,0.0,5,2,14.074016787708489,2.9995792519988926,1.6666666666666667,1.0,0.005,0.02,ofat_results_sophie,500,500,3,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,20.333985843741264,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,4.114583333333334,0.0,0.0,25,25,75.0,75.0,3.125,5.0,0.0,0.0,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,25.0,75.0,4.166666666666667,0.0,25.0,75.0,4.166666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,3.9176470588235297,0.0,0.0,20,20,31.846153280312926,33.09852760012874,2.5,2.0,0.0,0.35,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,24.0,34.77175050509999,4.0,0.0,21.0,28.823369587984367,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46,3.9420289855072466,0.0,0.0,14,12,17.28454224594519,16.354749719506053,4.666666666666667,4.0,0.0,0.225,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,12.0,16.867519742580846,3.0,0.0,8.0,12.698733142621677,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,2.875,0.0,0.0,4,6,10.285338969937328,9.287447956381648,2.0,2.0,0.0,0.15,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,7.0,11.918829244231079,3.5,0.0,7.0,8.106882630395676,3.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18,2.2777777777777777,0.0,0.0,4,4,8.713785293249774,8.169620631367755,2.0,2.0,0.0,0.1125,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,5.0,8.864438826832469,2.5,0.0,5.0,4.466057470891501,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,1.7222222222222219,0.0,0.0,3,4,7.746201128063624,7.9620257892096955,1.5,2.0,0.0,0.09,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,4.0,7.507251956220067,1.3333333333333333,0.0,4.0,2.170172978211061,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,1.3939393939393938,0.0,0.0,3,4,6.895441353676349,7.7544309470516355,1.5,1.3333333333333333,0.0,0.075,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,7.056905881332241,1.5,0.0,1.0,1.0255153763909615,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,1.3939393939393938,0.0,0.0,3,4,6.044681579289073,7.5468361048935755,1.5,1.3333333333333333,0.0,0.06428571428571428,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,6.733056861554282,1.5,0.0,1.0,0.6964346057894562,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,1.4500000000000002,0.0,0.0,3,3,5.193921804901798,7.873154964661122,1.5,1.5,0.0,0.05625,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,6.409207841776322,1.5,0.0,1.0,0.36735383518795084,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,1.4500000000000002,0.0,0.0,3,3,4.343162030514522,7.357299335243763,1.5,1.5,0.0,0.05,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,6.085358821998362,1.5,0.0,1.0,0.03827306458644534,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,1.2142857142857144,0.0,0.0,2,2,3.7150994360469234,7.927372201037555,1.0,1.0,0.0,0.045,ofat_results_sophie,500,500,4,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,5.761509802220402,1.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,100,3.6333333333333337,0.0,0.0,20,20,60.0,60.0,5.0,1.6666666666666667,0.0,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,20.0,60.0,4.0,0.0,20.0,60.0,5.0,0.0,20.0,60.0,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3.802736318407961,0.5,0.0,13,15,17.410076452309333,26.70540213635618,3.25,1.6666666666666667,0.05,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,11.0,16.09991345464723,2.2,0.0,14.0,24.971229538603833,4.666666666666667,0.0,14.0,17.65195698666422,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,3.625,0.5,0.0,5,11,8.334554143886333,14.351258327704256,2.5,5.5,0.025,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,6.0,6.254422322094649,3.0,0.0,9.0,15.67767698603547,3.0,0.0,5.0,8.637375286645266,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,2.1742424242424243,0.5,0.0,3,6,6.634142771661474,8.352642101936404,1.5,3.0,0.016666666666666666,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,2.9521294654910237,1.5,0.0,7.0,11.22362906995592,2.3333333333333335,0.0,3.0,6.161086903706257,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,2.1176470588235294,0.5,0.0,3,4,5.845523695548632,5.658922042486998,1.5,2.0,0.0125,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,2.163174113635968,1.0,0.0,6.0,8.177588213992372,3.0,0.0,3.0,5.214782538275005,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,1.7333333333333332,0.5,0.0,3,4,5.056904619435789,4.0736525531087455,1.5,2.0,0.01,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,1.9539676420449592,1.0,0.0,4.0,6.2390803962064485,2.0,0.0,3.0,4.268478172843755,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,1.607142857142857,0.5,0.0,3,3,4.2682855433229445,2.5027244247703306,1.5,1.5,0.008333333333333333,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,1.744761170453949,1.0,0.0,4.0,5.086896475447739,2.0,0.0,3.0,3.3221738074125056,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,1.375,0.5,0.0,3,2,3.4796664672101003,1.7686528213445485,1.5,1.0,0.007142857142857143,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,1.5355546988629387,1.0,0.0,3.0,4.126300519617589,1.5,0.0,3.0,2.375869441981256,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,1.3333333333333335,1.0,1.0,3,1,2.691047391097256,2.140982455335805,1.5,1.0,0.00625,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,1.3263482272719285,1.0,0.0,3.0,3.430057736705815,1.5,0.0,1.0,0.9767039020892219,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,8,1.1875,1.0,1.0,3,1,1.9024283149844126,1.9464550286330518,1.5,1.0,0.005555555555555556,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,1.1171417556809182,1.0,0.0,2.0,2.902787502487671,1.0,0.0,1.0,0.7237918898503757,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,1.0,1.0,1.0,2,1,1.3216640582936634,1.7519276019302987,1.0,1.0,0.005,0.0,ofat_results_sophie,500,500,5,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,1.0,0.907935284089908,1.0,0.0,2.0,2.5586527805418564,1.0,0.0,1.0,0.4708798776115295,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,96,4.888888888888889,0.0,0.0,16,16,48.0,48.0,4.0,2.6666666666666665,0.0,0.0,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,16.0,48.0,4.0,0.0,16.0,48.0,5.333333333333333,0.0,16.0,48.0,8.0,0.0,16.0,48.0,5.333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,67,3.972636815920398,0.0,0.0,11,14,14.4723253273998,26.075017657005642,3.6666666666666665,7.0,0.55,0.0,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,11.0,17.776318382510997,2.75,0.0,11.0,19.08179021685725,3.6666666666666665,0.0,11.0,13.997487016125866,2.75,0.0,9.0,14.911255818133476,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,36,2.3324074074074077,0.5,0.0,4,8,7.367314857655609,17.466957216234015,1.3333333333333333,1.6,0.55,0.0,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,7.0,7.539902896861413,3.5,0.0,7.0,10.340832900643846,2.3333333333333335,0.0,5.0,6.066023804071933,2.5,0.0,5.0,9.28902225265695,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,1.7456790123456791,0.5,0.0,3,8,6.051692623202297,14.200435824351025,1.5,1.6,0.36666666666666664,0.21666666666666667,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,4.660769408807571,1.5,0.0,5.0,7.074185204630201,1.6666666666666667,0.0,3.0,3.2846712837534096,1.5,0.0,5.0,6.433533378985429,2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21,2.095238095238095,0.5,0.0,3,6,5.0689234976030635,11.792197486540232,1.5,3.0,0.275,0.275,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,3.0,3.214359211743427,1.5,0.0,4.0,5.4056793017255504,2.0,0.0,1.0,2.5896996901042186,1.0,0.0,4.0,4.015255562576776,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,1.8823529411764706,1.0,0.5,3,6,4.086154372003831,12.029269531707762,1.5,3.0,0.22,0.22,ofat_results_sophie,500,500,6,100,10,10,100,0.5,0.5,1.0,0.0,7000,,,,<function gen_spice_map at 0x11061ade0>,<function no_river at 0x13396ade0>,<function random_locations at 0x13396af20>,2.0,1.8662137537406518,1.0,0.0,3.0,2.2708207852413462,1.5,0.0,1.0,2.4871246126302733,1.0,0.0,2.0,2.827877344502311,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
