,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades
4,136,4.533352096819589,286.5,159.5,50,86,164.01790098352373,256.3409190278193,4.545454545454546,4.526315789473684,44.8,77.6125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,93,3.8097371565113503,293.0,161.0,34,59,130.31633794320348,190.81859602439675,1.8888888888888888,4.916666666666667,36.93,66.41,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,75,4.551515151515152,295.5,162.0,24,51,94.620543720034,162.63914039242727,2.1818181818181817,5.666666666666667,31.525,57.68333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,66,2.525051652892562,296.0,162.0,21,45,74.37920887241718,133.0529699645613,1.9090909090909092,2.8125,27.385714285714286,51.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,55,2.9991735537190083,297.0,162.0,18,37,64.04868997130396,103.60216363067762,2.25,3.3636363636363638,24.3625,47.1125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,45,4.13968253968254,298.0,162.0,14,31,54.1226250676671,85.0101420255683,3.5,4.428571428571429,21.855555555555554,43.11666666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,34,3.131127450980392,298.5,162.0,11,23,44.99969449029788,74.40646266398821,3.6666666666666665,2.875,19.89,39.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.51,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,486,23.229561042524004,212.5,117.5,244,242,730.647517244411,770.4579916335526,16.266666666666666,30.25,101.25,99.35,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,317,10.597055730809675,251.5,135.0,167,150,396.5659634705005,409.7415590378232,11.133333333333333,10.0,96.175,86.45,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,200,5.558885448916408,267.0,142.5,108,92,236.1506444534197,230.06672250819537,5.684210526315789,5.411764705882353,85.33333333333333,75.68333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,152,5.732057416267943,269.5,144.0,80,72,147.70614011841968,131.3911274302654,5.0,6.545454545454546,74.65,65.6375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,110,3.459403754140596,272.0,144.5,61,49,92.37748389134559,71.43253164072209,3.210526315789474,3.769230769230769,65.14,57.3,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,69,3.0456065673456973,272.0,144.5,40,29,64.36603265622342,42.037894727023485,3.6363636363636362,2.230769230769231,57.81666666666667,49.391666666666666,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,54,7.4413580246913575,274.0,145.5,32,22,46.25748110125872,31.434482739782275,10.666666666666666,2.75,50.371428571428574,42.98571428571429,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,42,7.142857142857142,275.0,145.5,24,18,34.48001643950987,24.140822717558382,8.0,6.0,45.175,38.15625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,34,4.258823529411766,277.0,146.0,22,12,28.10896765138001,18.455775421811172,4.4,4.0,40.92777777777778,34.12777777777778,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,27,2.0864197530864197,277.0,146.0,20,7,21.395857238146732,16.833579809299483,2.0,2.3333333333333335,37.495,30.715,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.52,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,543,15.121204864615226,344.0,249.5,273,270,1391.8711077618134,1795.1029524392925,14.368421052631579,15.882352941176471,99.35,88.1,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,399,34.987719298245615,531.0,438.5,200,199,1552.5576731939354,2427.6108360946873,50.0,19.9,94.075,93.65,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,336,66.9375,646.5,561.0,154,182,1956.962397065656,2944.6089063848303,38.5,91.0,82.23333333333333,91.58333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,322,31.4111801242236,752.5,682.0,158,164,2912.7066007148255,2998.657155712434,52.666666666666664,10.933333333333334,78.5625,90.8125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,366,74.69216757741347,828.5,797.5,194,172,4115.121770306363,2915.0528134378465,64.66666666666667,86.0,84.29,99.19,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,411,108.71167883211677,962.0,1014.5,255,156,6235.928764058034,2145.9381620490753,127.5,78.0,99.175,104.63333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,472,100.80614406779661,1148.0,1261.0,371,101,8053.395847173902,1589.5299733575912,123.66666666666667,16.833333333333332,132.15714285714284,101.92142857142858,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,508,179.66683070866142,1366.0,1532.0,423,85,8931.983269364806,1737.444831972514,211.5,21.25,170.46875,97.78125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,536,106.30332711442786,1558.0,1803.0,395,141,8258.36442595963,3342.748874875466,131.66666666666666,35.25,199.93333333333334,97.62777777777778,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,598,61.846850613154956,1649.5,1928.0,413,185,8524.327712964681,4560.853619368187,68.83333333333333,46.25,229.86,107.615,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.53,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,519,36.358092485549136,359.0,250.0,288,231,1723.7291240387779,1349.2609193900628,19.2,57.75,111.05,94.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,371,22.05123433021007,550.5,441.0,220,151,2374.899733419806,1593.4454381270639,31.428571428571427,8.38888888888889,109.45,78.875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,325,24.7,654.5,560.5,195,130,2904.798418641704,1890.4799484333043,32.5,13.0,106.63333333333334,69.56666666666666,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,299,35.89113712374582,726.5,641.5,175,124,2998.485253651179,2616.4408650090318,43.75,24.8,103.4375,63.4375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,303,26.853960396039604,767.5,686.5,166,137,3432.830342681148,2838.9088478945832,20.75,34.25,99.51,64.43,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,302,36.43414275202355,809.5,718.5,163,139,3650.6944044715246,3190.1509686638365,54.333333333333336,15.444444444444445,98.00833333333334,64.14166666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,321,18.775181723779852,862.0,764.0,161,160,3371.548783604601,4040.729017812516,26.833333333333332,10.666666666666666,95.51428571428572,67.52142857142857,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,354,76.31450094161958,967.0,841.5,164,190,3594.180139473175,4469.824687009284,54.666666666666664,95.0,92.9625,76.08125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,370,81.84009009009009,1083.5,955.5,163,207,3519.7076246625215,5332.727644988201,54.333333333333336,103.5,92.82777777777778,82.43333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,400,26.73611111111111,1222.0,1089.0,170,230,3624.2545334882025,5906.555405893667,28.333333333333332,25.555555555555557,91.875,88.595,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.54,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,510,13.42435500515996,291.5,160.5,251,259,1344.8047211759736,1419.7580073420781,13.210526315789474,13.631578947368421,94.55,89.15,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,340,8.958513931888545,396.5,236.0,164,176,1447.6806166016759,1445.705216472307,8.631578947368421,9.263157894736842,75.625,74.65,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,269,7.32013739429118,449.5,273.5,127,142,1485.563056329479,1503.9068499393366,6.684210526315789,7.888888888888889,66.18333333333334,64.33333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,240,36.459375,475.5,293.0,114,126,1385.914618798444,1694.6685842996062,7.125,63.0,59.1375,57.2,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,214,5.895898234683282,504.5,306.5,95,119,1411.7714349325774,1851.6332529486533,5.0,6.611111111111111,53.61,53.61,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,205,8.357181571815719,534.0,329.5,99,106,1641.929683198689,1836.562729186016,11.0,5.888888888888889,49.35,50.458333333333336,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,198,19.18888888888889,566.5,360.0,88,110,1428.3834898672203,2283.818737538242,8.8,27.5,46.885714285714286,48.214285714285715,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,189,21.4421768707483,584.0,374.5,75,114,1480.449082561134,2456.773518436048,10.714285714285714,28.5,44.09375,48.83125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,193,40.934055581723975,590.0,379.5,71,122,1471.8661994132697,2701.233744250939,6.454545454545454,61.0,41.32222222222222,49.15,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,204,39.77647058823529,607.0,390.5,82,122,1758.801627049775,2669.9787888474752,8.2,61.0,39.74,49.785,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.55,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,75.0,0.0,0.0,450,450,1350.0,1350.0,112.5,37.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,504,16.30737433862434,250.5,154.0,230,274,876.1853734902036,1160.6627686360298,15.333333333333334,17.125,92.95,112.35,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,327,9.957356439007814,327.0,200.5,160,167,880.5053580011244,890.8194324607599,10.666666666666666,9.277777777777779,82.75,99.225,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,234,7.31275347745936,372.5,221.0,109,125,935.4120803697632,734.5873379330399,7.266666666666667,7.352941176470588,71.08333333333333,82.3,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,195,5.444010478685401,393.0,226.0,96,99,859.4553399700025,735.3803701279465,5.052631578947368,5.823529411764706,58.9,71.5125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,168,4.5658590921748825,408.0,233.5,80,88,760.299590142296,792.348093935706,4.2105263157894735,4.888888888888889,53.33,65.6,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,149,14.769778320113891,417.0,237.5,70,79,772.3379047758139,721.6644983508411,23.333333333333332,7.181818181818182,47.21666666666667,58.53333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,129,5.929183423675467,430.5,244.5,69,60,924.6230651923572,543.8288498506611,3.6315789473684212,8.571428571428571,43.23571428571429,52.58571428571429,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,118,14.827683615819211,442.0,246.5,68,50,972.6358074544772,517.2461055714803,22.666666666666668,4.166666666666667,40.2375,47.7375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,109,15.2059123343527,448.5,251.0,66,43,1043.3579661064723,465.9385344640999,22.0,4.777777777777778,37.394444444444446,43.06666666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,98,13.256235827664398,453.5,251.5,58,40,1074.2166916317908,462.44522491505154,19.333333333333332,4.444444444444445,34.835,39.44,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.56,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,490,38.218310657596376,236.5,155.0,241,249,800.0426964616487,947.7072662805202,13.38888888888889,62.25,106.5,117.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,316,23.324408727514992,298.5,194.0,161,155,589.7291725222157,742.570735859147,8.473684210526315,38.75,91.175,111.85,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,236,14.305419268510258,321.0,202.5,107,129,441.4651718894271,644.1434119793586,5.631578947368421,21.5,78.31666666666666,103.13333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,172,12.792248062015503,340.5,207.5,77,95,410.5452309403825,527.8177070687258,5.133333333333334,19.0,67.6875,88.275,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,132,7.145979020979021,351.0,211.0,58,74,402.50375683190043,433.87927108713427,4.461538461538462,9.25,59.05,75.58,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,115,7.80248447204969,353.5,213.5,48,67,375.35939485162254,386.90306868589624,5.333333333333333,9.571428571428571,51.71666666666667,67.725,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,103,8.847680690399137,355.0,214.5,44,59,353.91059014539394,318.57646479116767,4.888888888888889,11.8,45.75714285714286,62.892857142857146,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,89,11.491385767790263,359.5,214.5,36,53,363.9356937652877,243.5266211878261,2.4,17.666666666666668,41.4375,59.91875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,84,17.203463203463205,360.5,214.5,32,52,344.33614086422773,197.1476648072124,2.909090909090909,26.0,37.56111111111111,56.666666666666664,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,72,13.63888888888889,364.0,214.5,30,42,337.4759878079873,134.01653997227245,3.3333333333333335,21.0,34.2,53.27,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5700000000000001,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,76.70454545454545,0.0,0.0,450,450,1350.0,1350.0,112.5,40.90909090909091,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.58,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,506,15.629227053140097,233.5,126.5,265,241,924.3633767282206,833.3944473646106,17.666666666666668,13.38888888888889,125.65,95.75,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.58,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,314,9.64016330635506,285.5,151.5,163,151,572.5696025968521,584.661915460396,8.578947368421053,10.785714285714286,118.4,92.525,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.58,1.0,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
