,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades
4,104,3.264957264957265,264.5,154.5,62,42,129.13972551893573,159.85745741604882,3.4444444444444446,3.0,76.475,69.9,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,78,2.979020979020979,267.5,155.0,42,36,89.29021788948073,139.67321889018723,3.8181818181818183,2.0,63.94,57.67,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,64,3.3777777777777778,269.5,157.0,32,32,65.04412846744,123.68966578567894,3.2,3.5555555555555554,54.68333333333333,49.25833333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,54,3.1875,270.0,157.0,27,27,50.622748957394144,108.85181601692186,3.0,3.375,48.5,42.77142857142857,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,46,3.1393633540372674,272.5,157.0,21,25,37.628202729514506,101.04613984032166,2.625,3.5714285714285716,43.5375,37.91875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,38,2.401315789473684,274.5,158.0,17,21,32.25268644069865,92.52336213692972,2.125,2.625,39.06111111111111,34.1,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,33,4.834343434343434,276.0,158.5,14,19,25.62833071271525,88.13746286283406,2.8,6.333333333333333,35.27,30.885,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.24,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,471,12.73837548577743,224.5,131.0,248,223,817.5383514035575,672.9752001099039,13.052631578947368,12.38888888888889,92.4,91.75,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,293,8.058738997664811,266.0,147.5,162,131,489.47308635999923,352.5269460499782,9.0,6.894736842105263,91.0,80.725,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,178,8.065855181023721,283.0,154.0,99,79,286.942825206465,231.40140274575305,11.0,4.388888888888889,74.41666666666667,67.01666666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,112,3.4375,290.5,155.5,76,36,201.6628385324158,158.51403134038765,4.0,2.25,62.45,55.775,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,76,2.9428080143540667,294.5,156.0,53,23,141.82120739366204,136.53484748704392,3.3125,2.090909090909091,53.28,45.97,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,66,5.171590909090909,295.0,157.0,45,21,113.4646972960419,115.9714919630169,5.625,4.2,46.108333333333334,39.108333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,57,3.215384615384615,295.0,157.0,38,19,89.85881014003041,103.61930079916628,2.923076923076923,3.8,40.41428571428571,34.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,50,2.3809615384615386,296.0,157.5,31,19,69.94841613056373,99.81534786690821,2.3846153846153846,2.375,36.1,30.04375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,45,3.037389770723104,300.0,159.5,26,19,49.04668267274097,100.98104112666834,3.7142857142857144,2.111111111111111,32.59444444444444,26.988888888888887,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,40,3.107291666666667,301.0,159.5,23,17,41.12470400602006,91.63359454114413,3.8333333333333335,2.125,29.535,24.585,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.25,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,76.70454545454545,0.0,0.0,450,450,1350.0,1350.0,112.5,40.90909090909091,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,460,13.335097254004577,225.5,118.5,222,238,698.7478308452561,811.682011679198,11.68421052631579,14.875,96.9,86.25,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,305,8.495772217428819,262.5,131.5,136,169,388.6910216947929,484.06074873510653,8.0,8.894736842105264,84.35,82.45,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,192,5.935185185185185,281.5,139.0,80,112,242.34167348660566,276.21316483341434,4.444444444444445,7.0,66.01666666666667,77.85,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,130,4.0965309200603315,285.5,140.5,55,75,171.86323540682474,175.66222238210239,3.6666666666666665,4.411764705882353,52.9625,66.125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,86,3.952205882352941,289.5,141.5,43,43,137.53842487762265,117.76605681494587,5.375,2.5294117647058822,44.44,55.39,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,66,2.80737444373808,291.0,142.5,31,35,109.41910403037437,90.6093792213531,2.3846153846153846,3.1818181818181817,38.34166666666667,47.28333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,54,6.230452674897121,292.0,143.0,26,28,98.01758642599125,67.18844532565609,2.888888888888889,9.333333333333334,33.642857142857146,41.19285714285714,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,40,6.25,294.5,145.0,20,20,88.1479230451809,52.058387317845295,2.5,10.0,29.73125,36.59375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,32,5.333333333333333,296.0,145.0,16,16,81.66245836678401,41.46924576733141,2.6666666666666665,8.0,26.677777777777777,32.66111111111111,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,27,4.333333333333333,296.0,145.0,15,12,75.6512193707756,35.0893692871025,3.0,6.0,24.215,29.505,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.26,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,474,13.984301315462893,224.5,137.0,201,273,581.8970747998068,943.7238562764688,11.166666666666666,16.058823529411764,89.2,102.15,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,310,10.306302521008403,256.0,149.5,113,197,298.87110577939745,600.9568017550617,8.071428571428571,11.588235294117647,71.3,108.375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,188,7.429711246200609,278.5,159.5,57,131,182.88605878036077,388.3106321319461,3.0,9.357142857142858,56.93333333333333,97.01666666666667,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,141,5.349881796690307,283.5,160.5,43,98,147.98698904446942,237.43698658602182,3.5833333333333335,6.125,45.9,86.7375,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,100,5.584307692307693,287.0,161.0,31,69,112.7469723171816,165.39068152207744,6.2,5.3076923076923075,37.57,77.22,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,76,3.046826625386997,288.0,162.0,26,50,93.9722192118231,122.60062564957478,3.25,2.9411764705882355,31.608333333333334,67.55,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,66,2.4605263157894735,288.5,162.0,22,44,71.73314719123458,103.4905814300074,2.75,2.3157894736842106,27.435714285714287,60.16428571428571,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,58,2.640394088669951,289.5,162.0,20,38,58.16135269583833,85.27722841852461,2.5,2.7142857142857144,24.26875,53.95,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,46,3.617753623188406,290.0,162.0,17,29,45.86997814993333,70.57769229940183,5.666666666666667,2.4166666666666665,21.844444444444445,49.138888888888886,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,30,3.1875,294.5,162.0,9,21,35.772289199219294,60.71966003774981,4.5,2.625,19.765,45.005,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.27,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,453,11.922504937841293,227.5,139.0,229,224,778.3542817537926,734.5991307794802,12.052631578947368,11.789473684210526,92.7,87.7,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,286,19.38552036199095,275.0,160.0,137,149,435.205325997591,461.28902787723655,8.058823529411764,29.8,86.5,80.775,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,187,5.519298245614035,286.5,164.0,88,99,287.6572261674077,252.7966954676641,5.866666666666666,5.2105263157894735,73.25,69.63333333333334,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,129,3.583339333285334,289.0,165.0,61,68,198.49712906651175,148.33772021481582,3.588235294117647,3.5789473684210527,61.875,59.775,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,94,3.944055944055944,291.0,166.0,47,47,152.17963534315695,83.9237403174802,4.2727272727272725,3.6153846153846154,53.07,51.02,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,70,4.170039682539683,293.5,167.0,41,29,116.15315549745674,51.42739885728442,4.555555555555555,3.625,47.225,44.00833333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,53,5.188679245283019,294.0,167.0,32,21,84.73791227332816,34.08596834856867,4.0,7.0,42.364285714285714,38.30714285714286,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,39,3.6784188034188037,294.5,168.0,25,14,68.32379673132313,21.52757052102571,3.125,4.666666666666667,37.6875,33.825,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,30,5.1,294.5,168.0,22,8,56.72690286133481,16.904024434723492,5.5,4.0,34.083333333333336,30.11111111111111,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,25,3.165333333333333,294.5,168.0,17,8,48.928234477363915,14.241361960406905,3.4,2.6666666666666665,30.99,27.18,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.28,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,462,13.095238095238095,233.5,126.5,198,264,685.8610619310592,901.1723250617382,11.0,14.666666666666666,79.9,96.3,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,296,8.73560929350403,274.0,142.0,122,174,486.4120216013791,496.17403460306997,8.133333333333333,9.157894736842104,69.925,94.925,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,208,6.227029914529915,287.5,147.0,84,124,380.46586440054426,261.38434164483186,5.25,6.888888888888889,59.21666666666667,90.03333333333333,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,146,4.905040855563566,295.0,149.0,75,71,309.3360697721416,127.2166541287761,3.9473684210526314,5.916666666666667,50.025,76.075,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,111,4.834234234234234,299.0,150.0,65,46,235.0261739385101,76.56949373217402,5.0,4.6,45.21,63.38,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,80,7.5,303.0,151.5,52,28,182.1682078918145,51.95284456161714,4.0,14.0,41.1,53.9,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,61,2.6591042154566744,303.0,151.5,41,20,143.50718387875602,40.46972715497261,2.5625,2.857142857142857,37.642857142857146,47.09285714285714,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,50,4.0625,303.5,151.5,35,15,114.93511023470147,35.37007922829773,5.0,1.875,34.2,41.33125,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,43,3.177740863787376,303.5,151.5,30,13,95.36625593465585,30.970998365562917,3.75,1.8571428571428572,31.41111111111111,36.894444444444446,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,36,5.388888888888889,303.5,151.5,26,10,80.55255968448483,27.43238546874769,6.5,2.5,29.035,33.275,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.29,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,487,12.820166432508376,226.0,121.0,239,248,738.8916674729627,800.6459767671136,12.578947368421053,13.052631578947368,109.75,104.45,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,305,11.593770491803278,272.0,143.0,159,146,398.7741985200702,487.7063098838823,8.833333333333334,14.6,102.55,88.975,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,189,5.727278071722516,295.5,154.5,86,103,197.04964237789054,354.70202871221005,5.733333333333333,5.722222222222222,85.01666666666667,75.05,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
4,135,4.219433198380567,299.0,157.0,54,81,129.59330584024084,244.594721911766,4.153846153846154,4.2631578947368425,67.175,64.5625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
5,97,3.543986254295533,306.0,159.5,35,62,96.83971919992729,177.3193946074699,2.5,4.133333333333334,54.89,55.57,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
6,72,4.351010101010101,309.0,160.0,28,44,77.88861917457348,137.2820942290277,2.5454545454545454,5.5,46.141666666666666,48.225,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
7,56,4.8125,310.0,161.0,21,35,64.5202056019542,107.01776782731062,7.0,3.5,40.142857142857146,42.42142857142857,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
8,49,4.16530612244898,310.5,161.0,18,31,57.07196249568502,88.28625474038523,6.0,3.1,35.35,37.9875,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
9,46,3.0217391304347827,310.5,161.0,18,28,51.51668370198665,72.01505131061919,1.5,4.0,31.755555555555556,34.74444444444445,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
10,39,2.160968660968661,311.0,161.0,14,25,44.97862579996238,61.58533933597319,1.5555555555555556,2.5,28.925,32.24,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.3,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
0,900,112.5,0.0,0.0,450,450,1350.0,1350.0,112.5,112.5,0.0,0.0,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.31,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
1,463,12.270660452426963,235.0,141.0,251,212,802.3498041720509,700.263413786026,13.210526315789474,11.157894736842104,102.25,88.8,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.31,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
2,273,8.400732600732601,275.5,157.5,141,132,406.7313354415892,475.3922715062086,9.4,7.333333333333333,90.3,79.625,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.31,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
3,190,7.052978600347021,284.0,160.5,94,96,226.45988708098193,328.3820190322873,6.714285714285714,7.384615384615385,75.03333333333333,68.31666666666666,ofat_results_sophie_coop_issue,100,100,2,900,2,10,100,0.5,0.5,0.31,0.0,9000,,,,<function gen_spice_map at 0x10713ede0>,<function no_river at 0x12a13ade0>,<function random_locations at 0x12a13af20>,,,,,,,,
