,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades,Tribe_4_Nomads,Tribe_4_Spice,Tribe_4_Clustering,Tribe_4_Trades,Tribe_5_Nomads,Tribe_5_Spice,Tribe_5_Clustering,Tribe_5_Trades,Tribe_6_Nomads,Tribe_6_Spice,Tribe_6_Clustering,Tribe_6_Trades,Tribe_7_Nomads,Tribe_7_Spice,Tribe_7_Clustering,Tribe_7_Trades,Tribe_8_Nomads,Tribe_8_Spice,Tribe_8_Clustering,Tribe_8_Trades
13,166,0.2,0.09597523219814241,0.9040247678018576,75,91,756.3397504390653,922.0071093127837,0.2,0.19999999999999998,25.657692307692308,24.234615384615385,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,161,0.25,0.09347181008902077,0.9065281899109793,74,87,735.7915538658807,905.5591675013144,0.25,0.25,24.160714285714285,23.571428571428573,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,158,0.2869198312236287,0.09195402298850575,0.9080459770114943,70,88,715.8125739537145,879.2363576664537,0.3333333333333333,0.25,23.036666666666665,23.243333333333332,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,152,0.2861842105263158,0.0898876404494382,0.9101123595505618,66,86,712.8676442720564,845.5975888206955,0.3333333333333333,0.25,21.890625,22.775,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,148,0.2865990990990991,0.09078309078309078,0.9092169092169092,65,83,654.8716738296201,836.3864628620889,0.33333333333333337,0.25,20.86764705882353,22.355882352941176,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,145,0.28620689655172415,0.09090909090909091,0.9090909090909091,63,82,621.3978663261424,796.4982149003068,0.3333333333333333,0.25,19.908333333333335,21.908333333333335,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,143,0.284965034965035,0.08872581721147432,0.9112741827885257,60,83,583.4036165951005,764.193447134913,0.3333333333333333,0.25,19.11315789473684,21.7,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,137,0.4306569343065693,0.0869281045751634,0.9130718954248366,57,80,550.8090701136895,722.184218851572,0.3333333333333333,0.5,18.3075,21.4575,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.2,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1572,0.25,0.16783216783216784,0.8321678321678322,793,779,1230.114368294461,1227.8924994289418,0.25,0.25,81.65,82.65,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,793,0.1959556836606017,0.14964788732394366,0.8503521126760564,400,393,655.3893095293561,679.5476705266315,0.14285714285714288,0.25,77.2,74.675,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,498,0.1275578504494167,0.14513556618819776,0.8548644338118022,258,240,457.0116036735888,572.2609890695013,0.14285714285714285,0.11111111111111112,62.11666666666667,59.75,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,367,0.1799878897971541,0.12863070539419086,0.8713692946058091,185,182,388.998935916629,527.8676510735856,0.11111111111111112,0.25,52.075,49.2625,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,290,0.08103448275862069,0.12632978723404256,0.8736702127659575,143,147,367.81217845255856,515.485412967871,0.09090909090909091,0.07142857142857142,44.94,41.59,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,241,0.16234439834024894,0.12708600770218229,0.8729139922978177,121,120,341.5222250253459,517.4408344473062,0.125,0.2,39.55833333333333,36.3,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,220,0.1869318181818182,0.12990196078431374,0.8700980392156863,111,109,337.3091984194838,479.5661508564908,0.125,0.25,35.23571428571429,32.2,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,192,0.11715367965367965,0.1269276393831554,0.8730723606168446,97,95,317.157344939762,475.36328008682653,0.14285714285714285,0.09090909090909091,32.13125,29.39375,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,178,0.11688311688311688,0.12647754137115838,0.8735224586288416,89,89,307.32449472400805,476.6139546435096,0.14285714285714285,0.09090909090909091,29.494444444444444,27.133333333333333,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,162,0.06690917107583774,0.12514619883040937,0.8748538011695907,82,80,309.8974519723769,478.77257142680145,0.0625,0.07142857142857142,27.22,25.27,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,146,0.06511008818146526,0.1245674740484429,0.8754325259515571,71,75,294.14520615302456,504.3676288149646,0.052631578947368425,0.07692307692307693,25.177272727272726,23.71818181818182,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,139,0.06875552189827086,0.12614678899082568,0.8738532110091743,66,73,298.7536521127723,514.463763425912,0.052631578947368425,0.08333333333333333,23.470833333333335,22.3625,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,133,0.05603016830000698,0.12527964205816555,0.8747203579418344,60,73,294.35615716177614,532.2542989901231,0.052631578947368425,0.058823529411764705,22.01923076923077,21.16923076923077,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,129,0.08313953488372093,0.12609649122807018,0.8739035087719298,58,71,300.0588387040375,531.7650640225221,0.0625,0.09999999999999999,20.735714285714284,20.139285714285716,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,124,0.0906810035842294,0.1248642779587405,0.8751357220412594,57,67,327.8690446622534,527.5309536662139,0.06666666666666667,0.11111111111111112,19.643333333333334,19.233333333333334,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,119,0.08431372549019608,0.1254054054054054,0.8745945945945945,56,63,348.43936254381134,522.3842936881599,0.06666666666666667,0.09999999999999999,18.80625,18.3375,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,115,0.07559288537549408,0.12460063897763578,0.8753993610223643,53,62,356.3288416480412,517.6333409016961,0.09090909090909091,0.0625,17.99705882352941,17.7,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,111,0.09029029029029029,0.12368972746331237,0.8763102725366876,52,59,354.83563353780596,510.4753725614433,0.06666666666666667,0.1111111111111111,17.319444444444443,17.058333333333334,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,106,0.09276729559748428,0.12330198537095088,0.8766980146290491,49,57,356.3301453147724,494.55364993442,0.07142857142857142,0.1111111111111111,16.63157894736842,16.428947368421053,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,100,0.29388888888888887,0.12278876170655567,0.8772112382934444,47,53,365.1708624547852,474.6894132068911,0.5,0.11111111111111112,15.93,15.815,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.30000000000000004,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1533,0.25,0.14959016393442623,0.8504098360655737,762,771,1212.2674281613354,1281.5821877044905,0.25,0.25,75.3,81.1,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,755,0.28962472406181017,0.1478770131771596,0.8521229868228404,359,396,740.234800187003,818.4389310145599,0.33333333333333337,0.25,69.1,70.8,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,501,0.28875582168995345,0.13647642679900746,0.8635235732009926,233,268,678.1823652670712,799.0656832672774,0.33333333333333337,0.25,53.766666666666666,57.28333333333333,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,378,0.2876984126984127,0.1331133113311331,0.8668866886688669,171,207,761.2024599597911,836.9835575735622,0.3333333333333333,0.25,44.375,48.175,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,321,0.288681204569055,0.13047808764940239,0.8695219123505976,149,172,876.5228964109014,943.9948889605145,0.3333333333333333,0.25,38.19,41.86,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,289,0.13309441423628277,0.12443233424159855,0.8755676657584015,131,158,996.8900628896104,1094.8910747499724,0.14285714285714288,0.125,34.041666666666664,38.1,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,272,0.23958333333333331,0.11856474258970359,0.8814352574102964,119,153,1087.9232660877642,1275.5991816064952,0.3333333333333333,0.16666666666666666,31.47142857142857,35.957142857142856,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,269,0.15595680651442734,0.11756935270805813,0.8824306472919419,121,148,1314.34063377187,1367.3974335684793,0.14285714285714285,0.16666666666666669,30.43125,33.54375,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,269,0.28810408921933084,0.10641711229946524,0.8935828877005347,123,146,1531.048307251084,1475.1422546882677,0.3333333333333333,0.25,30.666666666666668,31.705555555555556,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,272,0.1829044117647059,0.09787234042553192,0.902127659574468,126,146,1625.2995524707333,1641.4581211605623,0.25,0.125,30.625,31.4,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,286,0.2896270396270396,0.09411337209302326,0.9058866279069767,136,150,1750.485818755973,1776.2352104050267,0.33333333333333337,0.25,31.831818181818182,32.09090909090909,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,287,0.2645760743321719,0.0872809863724854,0.9127190136275146,139,148,1906.0250336615143,1929.5125287662897,0.33333333333333337,0.2,32.954166666666666,31.645833333333332,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,289,0.2655132641291811,0.08547008547008547,0.9145299145299145,142,147,1933.1967676798258,1992.6970785856506,0.33333333333333337,0.19999999999999998,33.034615384615385,31.365384615384617,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,285,0.2664327485380117,0.08303644834201152,0.9169635516579885,142,143,1927.8000856555407,1953.5948080724027,0.33333333333333337,0.2,33.375,31.292857142857144,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,288,0.2505787037037037,0.0798655983458258,0.9201344016541741,145,143,1892.1937165577926,1862.8556525667386,0.33333333333333337,0.16666666666666666,33.596666666666664,30.226666666666667,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,279,0.33333333333333337,0.07861409796893667,0.9213859020310633,143,136,1782.8444492732688,1739.593963706374,0.3333333333333333,0.33333333333333337,34.515625,29.665625,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,277,0.267870036101083,0.0788514129443938,0.9211485870556062,141,136,1549.151625597315,1746.3680029225613,0.3333333333333333,0.19999999999999998,34.38823529411765,29.773529411764706,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,270,0.2518518518518519,0.07902869757174392,0.9209713024282561,138,132,1374.0168270982947,1673.8066784590624,0.3333333333333333,0.16666666666666666,34.03055555555556,30.227777777777778,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,260,0.2913461538461538,0.07919087583387131,0.9208091241661287,129,131,1239.4895294712348,1521.4988469954628,0.3333333333333333,0.25,34.02105263157895,30.36315789473684,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,253,0.4183135704874836,0.07849757332770627,0.9215024266722938,124,129,1124.5874920827193,1378.8998090888738,0.33333333333333337,0.5,33.8525,30.005,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.4,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2000,0.25,0.0,0.0,1000,1000,3000.0,3000.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1532,0.29248259355961703,0.1568627450980392,0.8431372549019608,751,781,1214.1591661036362,1265.4179633503206,0.25,0.3333333333333333,74.65,77.8,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,779,0.25,0.14285714285714285,0.8571428571428571,374,405,735.7441998491234,721.1983456249335,0.25,0.25,68.575,69.15,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,502,0.2266489597166888,0.13161290322580646,0.8683870967741936,241,261,677.8448040147596,636.7683439490357,0.11111111111111112,0.3333333333333333,55.13333333333333,56.75,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,379,0.23131046613896217,0.12862108922363846,0.8713789107763615,174,205,696.8822874031101,679.6645263858752,0.1111111111111111,0.3333333333333333,45.9875,47.75,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,310,0.08082437275985663,0.12348401323042998,0.87651598676957,141,169,769.639344853148,761.1695867810475,0.1111111111111111,0.05555555555555556,38.97,41.95,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,271,0.23247232472324725,0.11683168316831684,0.8831683168316832,123,148,818.1118467714253,825.3880806129604,0.1111111111111111,0.33333333333333337,33.55,37.65,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,244,0.18482802957248473,0.1051693404634581,0.8948306595365418,112,132,877.2095323316994,874.1161230040933,0.33333333333333337,0.058823529411764705,29.87857142857143,34.19285714285714,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,222,0.18524774774774777,0.1045643153526971,0.8954356846473029,107,115,934.1852856556591,838.5224573064932,0.25,0.125,27.1375,31.08125,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,211,0.1769352290679305,0.1031496062992126,0.8968503937007875,100,111,966.9652693024314,859.7482386097929,0.25,0.11111111111111112,25.522222222222222,29.055555555555557,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,205,0.19407665505226482,0.09840810419681621,0.9015918958031838,98,107,961.3024035618533,895.7587193224194,0.25,0.14285714285714288,24.22,27.645,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,200,0.295,0.09701492537313433,0.9029850746268657,92,108,907.5591527841449,971.5128169726374,0.25,0.3333333333333333,22.868181818181817,26.418181818181818,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,192,0.29557291666666663,0.09392265193370165,0.9060773480662984,87,105,836.8058544688489,1001.7598979981244,0.25,0.3333333333333333,21.720833333333335,25.691666666666666,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,185,0.33333333333333337,0.08920454545454545,0.9107954545454545,83,102,801.4785908777195,1011.1674364058807,0.33333333333333337,0.3333333333333333,20.665384615384614,25.15,ofat_results_joana_500,500,500,2,2000,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
