,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_2_Spice,Tribe_2_Clustering,Tribe_2_Trades,Tribe_3_Nomads,Tribe_3_Spice,Tribe_3_Clustering,Tribe_3_Trades,Tribe_4_Nomads,Tribe_4_Spice,Tribe_4_Clustering,Tribe_4_Trades,Tribe_5_Nomads,Tribe_5_Spice,Tribe_5_Clustering,Tribe_5_Trades,Tribe_6_Nomads,Tribe_6_Spice,Tribe_6_Clustering,Tribe_6_Trades,Tribe_7_Nomads,Tribe_7_Spice,Tribe_7_Clustering,Tribe_7_Trades,Tribe_8_Nomads,Tribe_8_Spice,Tribe_8_Clustering,Tribe_8_Trades
2,860,0.25,0.13805522208883553,0.8619447779111644,444,416,689.1656092429394,608.6624972272739,0.25,0.25,85.45,87.0,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,550,0.1573737373737374,0.13340807174887892,0.8665919282511211,288,262,503.5793041763334,451.24427267054796,0.25,0.05555555555555555,68.43333333333334,69.03333333333333,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,398,0.13083062370676915,0.13020277481323372,0.8697972251867663,203,195,411.0375678352471,380.9277498889667,0.2,0.058823529411764705,56.2125,56.175,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,316,0.15693704197201866,0.12413108242303873,0.8758689175769613,167,149,360.2512290931808,340.71395383538635,0.25,0.05263157894736842,47.92,46.7,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,261,0.25,0.12343297974927676,0.8765670202507232,139,122,332.47225039903395,311.335084412609,0.25,0.25,41.516666666666666,40.35,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,221,0.15622767325553705,0.12062615101289134,0.8793738489871087,116,105,318.6286384616458,303.830785309371,0.25,0.05263157894736842,37.33571428571429,36.22142857142857,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,198,0.16666666666666666,0.1169744942832014,0.8830255057167986,108,90,317.8518497288377,315.90191287857033,0.25,0.06666666666666667,33.31875,32.91875,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,168,0.16666666666666666,0.11621856027753687,0.8837814397224631,96,72,321.64037824290045,321.3710222333014,0.25,0.05555555555555555,30.383333333333333,30.066666666666666,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,154,0.1717171717171717,0.11535199321458864,0.8846480067854113,92,62,334.81424433784053,324.7011253402767,0.25,0.05555555555555556,27.97,27.335,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,145,0.28218390804597704,0.11592994161801501,0.8840700583819849,89,56,330.0401339370651,316.42714141241174,0.25,0.33333333333333337,26.28181818181818,25.09090909090909,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,136,0.18125,0.11419249592169657,0.8858075040783034,85,51,333.54836628820584,318.6034599452533,0.25,0.06666666666666667,24.591666666666665,23.204166666666666,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,124,0.27956989247311825,0.11389337641357028,0.8861066235864298,80,44,329.6762631541693,319.4082963560203,0.25,0.3333333333333333,23.023076923076925,21.565384615384616,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,117,0.2799145299145299,0.11449159327461969,0.8855084067253803,75,42,311.45715302863175,324.9667212725042,0.25,0.3333333333333333,21.785714285714285,20.175,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,113,0.27949852507374634,0.1125984251968504,0.8874015748031496,73,40,294.6506228740562,323.11787730375306,0.25,0.33333333333333337,20.623333333333335,19.013333333333332,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,109,0.2790519877675841,0.11189358372456965,0.8881064162754304,71,38,297.1052315258741,321.48795582800807,0.25,0.3333333333333333,19.771875,17.915625,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,104,0.44070512820512825,0.1110248447204969,0.8889751552795031,67,37,287.77585114400694,325.18704843987143,0.5,0.33333333333333337,18.905882352941177,16.941176470588236,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,104,0.21062271062271062,0.1110248447204969,0.8889751552795031,67,37,286.12945838673403,331.0397419200678,0.14285714285714285,0.33333333333333337,18.091666666666665,16.069444444444443,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,100,0.2808333333333333,0.11153846153846154,0.8884615384615384,63,37,255.50443292266573,346.3047787446202,0.25,0.33333333333333337,17.268421052631577,15.31578947368421,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,95,0.28157894736842104,0.1110260336906585,0.8889739663093414,59,36,242.04009286202478,345.2067445967931,0.25,0.3333333333333333,16.555,14.69,ofat_results_joana_500,500,500,2,2300,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2400,0.25,0.0,0.0,1200,1200,3600.0,3600.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1901,0.25,0.14609929078014183,0.8539007092198582,946,955,1503.2917436516577,1442.306663769915,0.25,0.25,116.9,117.1,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,944,0.15406514830508475,0.13169642857142858,0.8683035714285714,483,461,868.2562620039113,817.4107821501557,0.0625,0.25,106.225,107.25,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,590,0.15370762711864405,0.12060301507537688,0.8793969849246231,303,287,760.4853996006348,710.3223168371754,0.0625,0.25,84.28333333333333,86.33333333333333,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,428,0.08023173197791987,0.11813186813186813,0.8818681318681318,226,202,777.265280194403,715.9560047145077,0.052631578947368425,0.1111111111111111,69.2625,71.7,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,353,0.10035196154176323,0.1148936170212766,0.8851063829787233,188,165,836.4696611848548,764.8023446935575,0.0909090909090909,0.1111111111111111,59.47,61.2,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,303,0.05263157894736842,0.11538461538461539,0.8846153846153846,167,136,887.1321111644099,759.5022441643875,0.05263157894736842,0.05263157894736842,52.25,53.766666666666666,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,272,0.0739889705882353,0.1051980198019802,0.8948019801980198,150,122,967.612497372511,799.766916156456,0.08333333333333333,0.0625,47.32857142857143,48.385714285714286,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,248,0.0769489247311828,0.10060142154182614,0.8993985784581738,133,115,1007.9666088657466,917.9490338019453,0.07142857142857142,0.08333333333333334,43.30625,44.48125,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,231,0.05733082706766917,0.10145655449522853,0.8985434455047715,121,110,1073.164283109099,1018.0961434515225,0.05263157894736842,0.0625,40.42777777777778,41.333333333333336,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,222,0.06672056672056673,0.10104861773117255,0.8989513822688274,116,106,1132.7918563248904,1137.4345488693752,0.07692307692307693,0.05555555555555556,38.33,38.695,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,221,0.13033045385986564,0.09802158273381295,0.9019784172661871,115,106,1159.7111447717177,1224.1378843059804,0.16666666666666669,0.09090909090909091,36.372727272727275,36.53181818181818,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,224,0.28630169172932335,0.09847844463229079,0.9015215553677092,117,107,1200.049986447035,1277.493629226927,0.5,0.052631578947368425,34.704166666666666,34.7,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,223,0.11668535127055306,0.09673566878980892,0.9032643312101911,116,107,1204.3534436112607,1349.4724916269947,0.16666666666666666,0.0625,33.32692307692308,33.315384615384616,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,218,0.28452438435538385,0.09730140630938806,0.9026985936906119,113,105,1203.165907015512,1400.1204296585977,0.5,0.05263157894736842,32.1,32.30714285714286,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,216,0.2834967320261438,0.09773887673231219,0.9022611232676878,110,106,1122.076504424766,1471.3113244741946,0.5,0.058823529411764705,31.013333333333332,31.283333333333335,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,211,0.2700027878449958,0.0991852639036486,0.9008147360963514,101,110,1035.0730751324322,1506.2582341955629,0.5,0.058823529411764705,29.928125,30.775,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,212,0.3358490566037736,0.10065949323151684,0.8993405067684832,96,116,943.6489996747702,1493.728762408408,0.5,0.19999999999999998,29.06764705882353,30.31764705882353,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,207,0.3132045088566828,0.10266030013642564,0.8973396998635743,91,116,837.423299633539,1468.683403745857,0.5,0.16666666666666666,28.197222222222223,29.944444444444443,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,195,0.185982905982906,0.10246995994659545,0.8975300400534045,82,113,758.053083880279,1387.4365006664113,0.16666666666666666,0.2,27.318421052631578,29.58684210526316,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,188,0.25329280648429586,0.10292666885892798,0.897073331141072,79,109,677.5770385220136,1301.8752187064526,0.14285714285714288,0.33333333333333337,26.625,29.16,ofat_results_joana_500,500,500,2,2400,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2500,0.25,0.0,0.0,1250,1250,3750.0,3750.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1923,0.25,0.16164383561643836,0.8383561643835616,995,928,1546.0300882439033,1409.2823860859871,0.25,0.25,111.85,119.3,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,923,0.25,0.13866396761133604,0.861336032388664,500,423,856.1067985113687,766.4925543916685,0.25,0.25,105.85,104.925,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,613,0.25,0.12335958005249344,0.8766404199475065,344,269,740.8753843267125,670.2194633877755,0.25,0.25,89.9,83.28333333333333,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,459,0.15120663650075414,0.11980830670926518,0.8801916932907349,262,197,804.0064201586016,611.5988160676575,0.07692307692307693,0.25,76.8375,68.0125,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,344,0.2865794573643411,0.11624441132637854,0.8837555886736215,193,151,861.6782821780159,642.5051953445749,0.25,0.33333333333333337,67.22,56.45,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,287,0.25,0.11309949892627058,0.8869005010737294,161,126,924.6181814832524,682.2444106848524,0.25,0.25,59.358333333333334,48.34166666666667,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,248,0.15658602150537634,0.11041666666666666,0.8895833333333333,139,109,983.1752123217955,721.9908569820273,0.08333333333333334,0.25,53.90714285714286,42.51428571428571,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,226,0.18086283185840707,0.10863874345549739,0.8913612565445026,125,101,1002.1727328216986,716.4018651274039,0.125,0.25,49.175,37.98125,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,201,0.25,0.10709838107098381,0.8929016189290162,113,88,1038.1994256474168,703.2225301721528,0.25,0.25,45.85,34.544444444444444,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,187,0.18983957219251335,0.10144927536231885,0.8985507246376812,105,82,1046.0458747953444,680.3825882558313,0.14285714285714285,0.25,43.4,31.96,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,178,0.25,0.09901531728665208,0.900984682713348,97,81,1071.617379298247,647.5244362816343,0.25,0.25,41.24545454545454,29.927272727272726,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,166,0.25,0.09669211195928754,0.9033078880407125,91,75,1052.2633427452377,625.0109966176469,0.25,0.25,39.31666666666667,28.675,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,156,0.25,0.09523809523809523,0.9047619047619048,86,70,1019.6608811644628,610.6228066913794,0.25,0.25,37.13846153846154,27.426923076923078,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,152,0.25,0.09443665264142123,0.9055633473585788,85,67,1042.8077768858184,559.5799051817725,0.25,0.25,35.84642857142857,26.192857142857143,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,146,0.25,0.0922525750111957,0.9077474249888043,82,64,1024.9768418592537,529.6692315516726,0.25,0.25,34.63333333333333,25.046666666666667,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,138,0.25,0.0915863277826468,0.9084136722173533,75,63,999.3883902793116,471.43083321887315,0.25,0.25,33.746875,23.95625,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,138,0.25,0.0913006029285099,0.9086993970714901,75,63,974.4669491969196,416.7602515410309,0.25,0.25,33.15294117647059,22.91470588235294,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,128,0.25,0.09098675779581375,0.9090132422041862,72,56,935.7842223728998,373.19818646482065,0.25,0.25,32.547222222222224,21.991666666666667,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,124,0.2217741935483871,0.08996251561849229,0.9100374843815077,70,54,900.5799536747286,340.3202068816516,0.2,0.25,32.15,21.16315789473684,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,117,0.25,0.08848832445718968,0.9115116755428103,68,49,862.0257473532297,327.77790789497163,0.25,0.25,31.5675,20.4575,ofat_results_joana_500,500,500,2,2500,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2600,0.25,0.0,0.0,1300,1300,3900.0,3900.0,0.25,0.25,0.0,0.0,ofat_results_joana_500,500,500,2,2600,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2010,0.25,0.17813267813267813,0.8218673218673219,993,1017,1543.9687096277569,1545.6977759758813,0.25,0.25,124.25,114.25,ofat_results_joana_500,500,500,2,2600,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1030,0.25,0.15743440233236153,0.8425655976676385,515,515,808.0787285914832,765.8505256840467,0.25,0.25,120.625,101.45,ofat_results_joana_500,500,500,2,2600,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,681,0.25,0.15004336513443192,0.849956634865568,350,331,581.4966095278,564.3587159281603,0.25,0.25,100.18333333333334,83.5,ofat_results_joana_500,500,500,2,2600,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,485,0.16237113402061853,0.1416,0.8584,247,238,519.0280642951833,490.6785494888685,0.25,0.07142857142857142,82.85,69.4625,ofat_results_joana_500,500,500,2,2600,2,2,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x104e70f40>,<function no_river at 0x1384e3e20>,<function random_locations at 0x1384e3f60>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
