,Nomads,total_Clustering,Fights_per_step,Cooperation_per_step,Tribe_0_Nomads,Tribe_1_Nomads,Tribe_0_Spice,Tribe_1_Spice,Tribe_0_Clustering,Tribe_1_Clustering,Tribe_0_Trades,Tribe_1_Trades,experiment_name,width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold,spice_kwargs,river_kwargs,location_kwargs,spice_generator,river_generator,location_generator,Tribe_2_Nomads,Tribe_3_Nomads,Tribe_2_Spice,Tribe_3_Spice,Tribe_2_Clustering,Tribe_3_Clustering,Tribe_2_Trades,Tribe_3_Trades,Tribe_4_Nomads,Tribe_5_Nomads,Tribe_4_Spice,Tribe_5_Spice,Tribe_4_Clustering,Tribe_5_Clustering,Tribe_4_Trades,Tribe_5_Trades,Tribe_6_Nomads,Tribe_7_Nomads,Tribe_6_Spice,Tribe_7_Spice,Tribe_6_Clustering,Tribe_7_Clustering,Tribe_6_Trades,Tribe_7_Trades,Tribe_8_Nomads,Tribe_9_Nomads,Tribe_8_Spice,Tribe_9_Spice,Tribe_8_Clustering,Tribe_9_Clustering,Tribe_8_Trades,Tribe_9_Trades
42,175,0.43714285714285717,226.9047619047619,94.55952380952381,66,109,112.5557107912184,298.20731470796744,0.3333333333333333,0.5,203.38095238095238,231.45238095238096,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,167,0.33333333333333337,221.62790697674419,92.4186046511628,65,102,106.02173370869619,297.4954343916758,0.33333333333333337,0.3333333333333333,199.2093023255814,227.8139534883721,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,165,0.3333333333333333,216.61363636363637,90.3409090909091,64,101,100.87666008709074,294.6532981764242,0.3333333333333333,0.3333333333333333,195.4659090909091,224.5,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,161,0.4347826086956522,211.85555555555555,88.34444444444445,63,98,93.36947348621682,292.68226721074706,0.3333333333333333,0.5,191.83333333333334,221.46666666666667,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,158,0.4345991561181435,207.2826086956522,86.46739130434783,62,96,90.66402407752358,290.20743792011496,0.33333333333333337,0.5,188.6304347826087,218.5,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,153,0.33333333333333337,202.91489361702128,84.74468085106383,61,92,84.72063309717647,289.01975249403984,0.3333333333333333,0.33333333333333337,185.40425531914894,215.5,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,153,0.43355119825708055,198.75,83.08333333333333,61,92,80.62735658031139,285.24935163864666,0.3333333333333333,0.5,182.33333333333334,212.73958333333334,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,149,0.3333333333333333,194.71428571428572,81.53061224489795,59,90,84.02718814836797,287.72764905534183,0.33333333333333337,0.3333333333333333,179.4795918367347,210.3265306122449,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,144,0.43518518518518523,190.82,80.02,56,88,83.33557361822737,287.8838316967681,0.33333333333333337,0.5,176.68,208.14,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,137,0.3333333333333333,187.07843137254903,78.54901960784314,52,85,83.95098277375097,292.2463526463309,0.3333333333333333,0.3333333333333333,173.84313725490196,206.05882352941177,ofat_results_joana_2,100,100,2,800,8,5,200,0.5,0.5,1.0,0.0,900,,,,<function gen_spice_map at 0x12c4ced40>,<function no_river at 0x12c4cee80>,<function random_locations at 0x12c4cefc0>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
